key	l1_num	l2_num	activity_num	activity_item_num	l1_topic	l2_topic	activity	item
2.07.A06.05	2	7	6	5	An honourable life - A safer country	An unimpaired social life - An fair and equitable approach	Public Services and Community Support	Encourage innovations that will benefit persons with disabilities.
2.07.A06.06	2	7	6	6	An honourable life - A safer country	An unimpaired social life - An fair and equitable approach	Public Services and Community Support	Offer tax exemptions to import assistive devices used by persons with disabilities.
2.07.A06.07	2	7	6	7	An honourable life - A safer country	An unimpaired social life - An fair and equitable approach	Public Services and Community Support	Recognize sign language as the language of communication for persons with hearing impairments.
2.07.A06.08	2	7	6	8	An honourable life - A safer country	An unimpaired social life - An fair and equitable approach	Public Services and Community Support	Create inclusive theaters and sports facilities to enhance the artistic and cultural participation of persons with disabilities.  
3.01.A02.01	3	1	2	1	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Establish a new dedicated unit for designing and implementing tax policies with a special section on international transactions.
3.01.A02.02	3	1	2	2	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Make required legal reforms to enhance efficiency in tax administration.
3.01.A02.03	3	1	2	3	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Provide training and capacity development for the officials of the Inland Revenue Department.
3.01.A02.04	3	1	2	4	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Implement measures to expedite the collection of taxes in arrears.
3.01.A02.05	3	1	2	5	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Integrate the operations of the Excise Department, Sri Lanka Customs, Department of Motor Traffic, and Land Registry Office with the Inland Revenue Department to ensure tax efficiency and fairness.
3.01.A02.06	3	1	2	6	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Introduce a unique digital identification code (UDI) to every citizen to liaise with the government to access public services.
3.01.A02.07	3	1	2	7	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Increase the annual tax threshold for individual income tax from Rs. 1.2 million to Rs. 2.4 million and revise the tax rates and tax brackets on a fair basis.
3.01.A02.08	3	1	2	8	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Broaden the tax base in line with tax principles.
3.01.A02.09	3	1	2	9	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Increase the tax depreciation allowance for deductible expenses on the purchase of machinery and equipment up to 120% of capital expenditure for companies to stimulate production.
3.01.A02.10	3	1	2	10	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Introduce Point of Sales (POS) systems and digital invoicing to streamline V AT collection.
3.01.A02.11	3	1	2	11	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Introduce a 0% V AT rate for essential food items including locally produced milk & eggs, infant milk, drugs, schoolbooks, stationeries & equipment, magazines & journals, library services, agricultural equipment, fertilizer, solar panels & accessories, machinery for renewable energy generation, motor vehicle and equipment used by a disabled person, locally manufactured software and IT related services, and computers, research and development services, computers
3.01.A02.12	3	1	2	12	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Categorize goods applicable for V AT and introduce a different tax rate for each category.
3.01.A02.13	3	1	2	13	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Expedite providing Export Development Tax rebate on Input V AT for exporters.
3.01.A02.14	3	1	2	14	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Switch to risk-based audits from the present discretionary tax audits.
3.01.A02.15	3	1	2	15	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Introduce an online system for tax assessment, filing, paying, and refunding of excess tax incorporated with a mobile application.
3.01.A02.16	3	1	2	16	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Establish a single window service by integrating other state institutions with Sri Lanka Customs to streamline import/export operations.
3.01.A02.17	3	1	2	17	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Simplify the complex tariff structure to increase customs revenue on a fair basis.
3.01.A02.18	3	1	2	18	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Amend the Foreign Exchange Act to reconcile remittance inflows and improve operational efficiency.
3.01.A02.19	3	1	2	19	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Decentralize Sri Lanka Customs operations to provide more efficient and cost- effective services.
3.01.A02.20	3	1	2	20	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Facilitate temporary import facilities for raw materials and machinery under the TIEP scheme to assist Micro Small and Medium Enterprises (MSMEs) in export preparation.
3.01.A02.21	3	1	2	21	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Implement measures to prevent leakages and tax evasion on international transactions and transfer pricing and Automatic Exchange of Information (AEoI) among countries.
3.01.A02.22	3	1	2	22	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Develop a mechanism to impose a global minimum tax on multinational companies based on international treaties and guidelines.
3.01.A02.23	3	1	2	23	A modern life - A wealthy nation	A democratic economy - An affluent country	Fiscal Policy:	Improve public finance efficiency, transparency, governance and accountability, and eliminate unnecessary public expenditure through digital-based governance including e-procurement and a strong public oversight mechanism.
3.01.A03.01	3	1	3	1	A modern life - A wealthy nation	A democratic economy - An affluent country	Monetary Policy:	Establish a new ‘relief bank’ to restore the economic activities of MSMEs and provide relief for outstanding loans.
3.01.A03.02	3	1	3	2	A modern life - A wealthy nation	A democratic economy - An affluent country	Monetary Policy:	Establish a new national development bank to provide long-term financing, start new businesses, and expand existing businesses for entrepreneurs.
3.01.A03.03	3	1	3	3	A modern life - A wealthy nation	A democratic economy - An affluent country	Monetary Policy:	Direct cooperative banks, Samurddhi banks and regional development banks efficiently to provide financial facilities for small-scale farmers, entrepreneurs, and investors.
3.01.A03.04	3	1	3	4	A modern life - A wealthy nation	A democratic economy - An affluent country	Monetary Policy:	Provide relief to deprived parties after reviewing microfinance loans provided in violation of legal provisions and guidelines given.
3.01.A03.05	3	1	3	5	A modern life - A wealthy nation	A democratic economy - An affluent country	Monetary Policy:	Encourage microfinance providers to register with the Central Bank of Sri Lanka and standardize the monitoring of such institutions.
3.01.A03.06	3	1	3	6	A modern life - A wealthy nation	A democratic economy - An affluent country	Monetary Policy:	Stabilize the policy interest rates to ensure stability of the financial markets, including the foreign exchange market.
3.01.A03.07	3	1	3	7	A modern life - A wealthy nation	A democratic economy - An affluent country	Monetary Policy:	Introduce new financing schemes to formally invest bank money and savings in production economic activities.
3.01.A03.08	3	1	3	8	A modern life - A wealthy nation	A democratic economy - An affluent country	Monetary Policy:	Strengthen the Financial Intelligence Unit (FIU) of the Central Bank of Sri Lanka through formalization of the coordination among state institutions.
3.01.A03.09	3	1	3	9	A modern life - A wealthy nation	A democratic economy - An affluent country	Monetary Policy:	Recapitalize state banks to enhance the stability and efficiency.
3.01.A04.01	3	1	4	1	A modern life - A wealthy nation	A democratic economy - An affluent country	External Sector Stabilization:	Introduce new savings and investment plans, including expatriate Bonds for Sri Lankans living abroad.
3.01.A04.02	3	1	4	2	A modern life - A wealthy nation	A democratic economy - An affluent country	External Sector Stabilization:	Issue new development bonds to finance regional development projects which with sustainable development goals.
3.01.A04.03	3	1	4	3	A modern life - A wealthy nation	A democratic economy - An affluent country	External Sector Stabilization:	Issue bonds to access funds for sustainable development projects by the global green and blue agendas.
3.01.A04.04	3	1	4	4	A modern life - A wealthy nation	A democratic economy - An affluent country	External Sector Stabilization:	Expedite proposed and currently stalled Foreign Direct Investments (FDIs) that are aligned with national priorities and development strategies.
3.01.A04.05	3	1	4	5	A modern life - A wealthy nation	A democratic economy - An affluent country	External Sector Stabilization:	Review existing trade agreements and enter into new ones to increase the share of foreign trade through export diversification.
3.01.A04.06	3	1	4	6	A modern life - A wealthy nation	A democratic economy - An affluent country	External Sector Stabilization:	Execute an expedited program to increase foreign exchange earnings from tourism and IT industries.
3.01.A05.01	3	1	5	1	A modern life - A wealthy nation	A democratic economy - An affluent country	The Programme with the International Monetary Fund (IMF):	Renegotiate with the IMF on the content of a more palatable and strengthened programme and how it is implemented for salvaging the poor and deprived people from that painful condition.
3.01.A05.02	3	1	5	2	A modern life - A wealthy nation	A democratic economy - An affluent country	The Programme with the International Monetary Fund (IMF):	Prepare and present new proposals on efficient tax administration and government expenditure management to renegotiate the revenue-based fiscal consolidation proposals of the IMF.
3.01.A05.03	3	1	5	3	A modern life - A wealthy nation	A democratic economy - An affluent country	The Programme with the International Monetary Fund (IMF):	Prepare an alternative Debt Sustainability Analysis (DSA) aiming to maintain debt sustainability and to keep the interest at a bearable level for the purpose of using it as and when necessary, in pursuit of debt restructuring engagements.
3.01.A05.04	3	1	5	4	A modern life - A wealthy nation	A democratic economy - An affluent country	The Programme with the International Monetary Fund (IMF):	Conduct a detailed debt audit on foreign loans obtained by the governments to ensure transparency and accountability in public financial management and to take legal actions against those who have misappropriated such loans.
3.01.A05.05	3	1	5	5	A modern life - A wealthy nation	A democratic economy - An affluent country	The Programme with the International Monetary Fund (IMF):	Enhance public financial management and financial discipline to upgrade the credit rating of the country and the banking system.
3.01.A06.01	3	1	6	1	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Establish a single empowered institution by integrating existing state institutions including the Board of Investment of Sri Lanka that coordinate and promote investments.
3.01.A06.02	3	1	6	2	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Introduce a legal framework to ensure transparency and fairness in line with internationally accepted principles and practices for accepting and retaining investment.
3.01.A06.03	3	1	6	3	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Create a conducive environment with economic democracy that ensures ease of entering into new businesses and finding locations on a level playing field, the ability to access utilities conveniently, the availability of required competent labour, efficient financial services, ability to enter into international trade, fair and transparent taxation, efficient conflict resolution & arbitration mechanism, and market competition.
3.01.A06.04	3	1	6	4	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Establish a single window to facilitate business registration, issuance of licenses, certifications, granting of permission for land use, and provision of electricity, water, communication services and other facilities through an integrated system.
3.01.A06.05	3	1	6	5	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Take measures to raise Sri Lanka’s ranking in the Global Competitive Index (GCI) to attract investors.
3.01.A06.06	3	1	6	6	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Promote venture capital funds for new investment opportunities.
3.01.A06.07	3	1	6	7	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Restructure the state institutional system to maintain the capital market efficient & productive, build investor confidence and prevent inside trading and corruption.
3.01.A06.08	3	1	6	8	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Promote long-term foreign investments in public-private-people partnerships (PPPP) by prioritizing strategically important sectors.
3.01.A06.09	3	1	6	9	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Introduce investment schemes with special benefits for Sri Lankan expatriates to invest their earnings.
3.01.A06.10	3	1	6	10	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Provide appropriate tax concessions for initial public offerings (IPOs) for capital formation.
3.01.A06.11	3	1	6	11	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Enhance and expand the capital market as an efficient and developed security exchange that facilitates SME listing conveniently, and ensures responsible reporting &compliance, transparency and governance.
3.01.A06.12	3	1	6	12	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Protect employee rights including fair treatment, fair wages, and secured working conditions in compliance with the principles International Labour Organization (ILO).
3.01.A06.13	3	1	6	13	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Enhance labour and production relations through collective efforts that empower employees via collaboration and cooperation, increase productivity, and assign responsibilities democratically to each party.
3.01.A06.14	3	1	6	14	A modern life - A wealthy nation	A democratic economy - An affluent country	Investment Promotion	Set up a mechanism to resolve conflicts and issues in production relations through stakeholder engagement.
3.01.A07.01	3	1	7	1	A modern life - A wealthy nation	A democratic economy - An affluent country	State-Owned Enterprises (SOEs):	Take appropriate strategic decisions on each institution based on its strategic importance, potential for economic growth, capability to stimulate the production economy, impact on financial stability, and relevance to national security.
3.01.A07.02	3	1	7	2	A modern life - A wealthy nation	A democratic economy - An affluent country	State-Owned Enterprises (SOEs):	Provide the public with access to comprehensive information on the operations of SOEs to ensure transparency.
3.01.A07.03	3	1	7	3	A modern life - A wealthy nation	A democratic economy - An affluent country	State-Owned Enterprises (SOEs):	Promote research and development activities to explore new opportunities in economic trends, potentials, and developments prevailing at the national and international levels.
3.01.A08.01	3	1	8	1	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Ensure continuous supply of high-quality goods and services to the public at fair prices through promoting market competitiveness, directing monitoring institutions efficiently, organizing market activities and representing government stake in operations.
3.01.A08.02	3	1	8	2	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Establish large-scale economic and exchange centres at the district level.
3.01.A08.03	3	1	8	3	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Establish a monitoring mechanism and an online information management system to ensure the continuation of trade of goods and services in a fair and high-quality manner, protection of consumer rights and transparency in trade- related information.
3.01.A08.04	3	1	8	4	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Implement a coordinated service management mechanism to provide auxiliary services such as finance, banking, transportation, insurance, communications, packaging, and warehousing for the smooth functioning of trade and distribution.
3.01.A08.05	3	1	8	5	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Eliminate unnecessary intermediations who do not add value in trade between production and consumption and facilitate them to transform as active value creators.
3.01.A08.06	3	1	8	6	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Introduce necessary legal reforms and new laws to remove information asymmetry prevailing in the market.
3.01.A08.07	3	1	8	7	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Establish, enhance and modernize marketplaces for potential products including gems, jewelry, precious stones, textiles, and handicrafts targeting foreign buyers.
3.01.A08.08	3	1	8	8	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Implement a mechanism to resolve, by investigating, trade-related issues faced by micro, small and medium-scale business communities
3.01.A08.09	3	1	8	9	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Eliminate price gouging, prevent the creation of shortages of goods, and the formation of monopolies, oligopolies and cartels in the market.
3.01.A08.10	3	1	8	10	A modern life - A wealthy nation	A democratic economy - An affluent country	Domestic Trade	Establish an integrated control system to monitor and administer the quality of public services delivered through a centralized information system.
3.01.A09.01	3	1	9	1	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Promote the diversification of export of goods and services and provide required infrastructure facilities.
3.01.A09.02	3	1	9	2	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Provide necessary facilities to producers and exporters, by providing export credit facilities, certification services, insurance, new market and demand trends, new market innovations, and information on global value chains.
3.01.A09.03	3	1	9	3	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Promote trade of goods and services by focusing on India, China, sub-Saharan Africa, the Middle East, and Europe and especially focusing on global supply and value chains.
3.01.A09.04	3	1	9	4	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Transform Sri Lanka into a maritime service hub that provides naval services including maritime security, fuel, and food.
3.01.A09.05	3	1	9	5	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Develop port facilities to serve as an efficient regional logistic management hub with all facilities to provide services of transshipment, transloading, ship-to-ship cargo transfer, and cross-docking.
3.01.A09.06	3	1	9	6	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Establish an international trading hub that facilitates to reduce transaction costs and to increase operational efficiency for merchants to trade goods including crude oil, fuel, gas, mineral products, and spices.
3.01.A09.07	3	1	9	7	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Establish a crew member-changing centre for ships navigating across Sri Lanka.
3.01.A09.08	3	1	9	8	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Improve technology and infrastructure for ship & vessel building and repairs.
3.01.A09.09	3	1	9	9	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Promote production and exports of non-traditional and value-added products.
3.01.A09.10	3	1	9	10	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Amend the import policy by considering the importance of the protection of local production, assurance of food security, ease of accessing raw materials for production, priority for essential goods and investment goods and competitive access to imports.
3.01.A09.11	3	1	9	11	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Strengthen anti-dumping laws, introduce new fair-trading laws, and update existing regulations.
3.01.A09.12	3	1	9	12	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Promote and provide necessary facilities for value-added re-exports and entrepot trading activities without damaging the brand identity and the good image of Sri Lanka.
3.01.A09.13	3	1	9	13	A modern life - A wealthy nation	A democratic economy - An affluent country	Foreign Trade	Provide the necessary infrastructure facilities to ensure the quality of imported goods through certification and quality inspection.
3.02.A01.01	3	2	1	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	National food security	State support for the local production of all possible food items within the country.
3.02.A01.02	3	2	1	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	National food security	Maintaining a sufficient stock of essential food items for at least three months.
3.02.A01.03	3	2	1	3	A modern life - A wealthy nation	Higher productivity - Nation with food security	National food security	Maintaining a real time database for existing food stocks in the country.
3.02.A01.04	3	2	1	4	A modern life - A wealthy nation	Higher productivity - Nation with food security	National food security	A transport system that can use cold chain management technology as per the requirement for distribution of agricultural products and food.
3.02.A01.05	3	2	1	5	A modern life - A wealthy nation	Higher productivity - Nation with food security	National food security	Encouraging cultivation of suitable substitute crops for imported crops.
3.02.A01.06	3	2	1	6	A modern life - A wealthy nation	Higher productivity - Nation with food security	National food security	Establishing storage, cold storage, and processing units for agricultural products as public-private-people partnership projects.
3.02.A02.01	3	2	2	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	High Productivity and Efficiency in Agricultural Systems	An updated real time national agricultural database.
3.02.A02.02	3	2	2	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	High Productivity and Efficiency in Agricultural Systems	Encouraging the transformation of small-scale farming organizations into medium and large-scale farming units while maintaining land ownership
3.02.A02.03	3	2	2	3	A modern life - A wealthy nation	Higher productivity - Nation with food security	High Productivity and Efficiency in Agricultural Systems	A systematic agricultural insurance system for farmers.
3.02.A02.04	3	2	2	4	A modern life - A wealthy nation	Higher productivity - Nation with food security	High Productivity and Efficiency in Agricultural Systems	Solutions to minimize crop damage from wildlife (e.g., modern technological methods, electric fence rehabilitation and maintenance, provision of food and water for animals within reserves, elephant traps, and maintaining tree density).
3.02.A02.05	3	2	2	5	A modern life - A wealthy nation	Higher productivity - Nation with food security	High Productivity and Efficiency in Agricultural Systems	Timely renovation of major irrigation systems like tanks, canals, and river diversions.
3.02.A02.06	3	2	2	6	A modern life - A wealthy nation	Higher productivity - Nation with food security	High Productivity and Efficiency in Agricultural Systems	Promotion of technologies like rainwater conservation and micro-irrigation through technical and financial facilities.
3.02.A02.07	3	2	2	7	A modern life - A wealthy nation	Higher productivity - Nation with food security	High Productivity and Efficiency in Agricultural Systems	Technical, financial, and other facilities to double the production of tea within three years.
3.02.A02.08	3	2	2	8	A modern life - A wealthy nation	Higher productivity - Nation with food security	High Productivity and Efficiency in Agricultural Systems	Restarting the Kantale sugar factory and improving sugarcane cultivation.
3.02.A02.09	3	2	2	9	A modern life - A wealthy nation	Higher productivity - Nation with food security	High Productivity and Efficiency in Agricultural Systems	Directing farmers to systematically cultivate commercial crops like coconut, rubber, and cinnamon in unconventional areas
3.02.A03.01	3	2	3	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	Strong Agricultural Entrepreneurship and Sustainable Markets:	Ensuring fair prices for agricultural products through regulating market forces.
3.02.A03.02	3	2	3	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	Strong Agricultural Entrepreneurship and Sustainable Markets:	Financial support to establish 50,000 agricultural entrepreneurs within five years.
3.02.A03.03	3	2	3	3	A modern life - A wealthy nation	Higher productivity - Nation with food security	Strong Agricultural Entrepreneurship and Sustainable Markets:	Development of agro-industrial zones through organized farmer organizations and private sector contributions.
3.02.A03.04	3	2	3	4	A modern life - A wealthy nation	Higher productivity - Nation with food security	Strong Agricultural Entrepreneurship and Sustainable Markets:	Expanding opportunities for small and medium-sized enterprises based on agriculture.
3.02.A03.05	3	2	3	5	A modern life - A wealthy nation	Higher productivity - Nation with food security	Strong Agricultural Entrepreneurship and Sustainable Markets:	Providing technical and financial facilities and market opportunities for small and medium-sized agricultural exporters.
3.02.A03.06	3	2	3	6	A modern life - A wealthy nation	Higher productivity - Nation with food security	Strong Agricultural Entrepreneurship and Sustainable Markets:	Facilitating the development of agriculture-based tourism.
3.02.A03.07	3	2	3	7	A modern life - A wealthy nation	Higher productivity - Nation with food security	Strong Agricultural Entrepreneurship and Sustainable Markets:	Government intervention to enhance the Sri Lankan tea brand (Ceylon Tea) and find high-value markets for it.
3.02.A03.08	3	2	3	8	A modern life - A wealthy nation	Higher productivity - Nation with food security	Strong Agricultural Entrepreneurship and Sustainable Markets:	Establishing 1,000 export villages.
3.02.A03.09	3	2	3	9	A modern life - A wealthy nation	Higher productivity - Nation with food security	Strong Agricultural Entrepreneurship and Sustainable Markets:	A comprehensive farmers’ pension scheme with more benefits.
3.02.A04.01	3	2	4	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	Optimal Land Management:	Digital land mapping with an agricultural data system using modern technology for proper land use.
3.02.A04.02	3	2	4	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	Optimal Land Management:	Promoting integrated farming systems as crop-animal farming systems to increase land productivity.
3.02.A04.03	3	2	4	3	A modern life - A wealthy nation	Higher productivity - Nation with food security	Optimal Land Management:	Utilization of underutilized and marginal lands for agricultural production using new technology.
3.02.A04.04	3	2	4	4	A modern life - A wealthy nation	Higher productivity - Nation with food security	Optimal Land Management:	Restricting the use of fertile lands for nonagricultural purposes.
3.02.A05.01	3	2	5	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	Proper Management of Agricultural Practices	Establishing agricultural machinery supply centers at the local level to provide agricultural machinery at concessional rates.
3.02.A05.02	3	2	5	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	Proper Management of Agricultural Practices	Providing agricultural inputs, including fertilizers, at fair prices.
3.02.A05.03	3	2	5	3	A modern life - A wealthy nation	Higher productivity - Nation with food security	Proper Management of Agricultural Practices	Promotion of the use of chemical and organic fertilizers and other agricultural inputs based on good agricultural practices.
3.02.A05.04	3	2	5	4	A modern life - A wealthy nation	Higher productivity - Nation with food security	Proper Management of Agricultural Practices	Produce chemical fertilizers, organic fertilizers, and other agrochemicals in an environmentally friendly manner using local natural raw materials and manufactured wastes.
3.02.A05.05	3	2	5	5	A modern life - A wealthy nation	Higher productivity - Nation with food security	Proper Management of Agricultural Practices	Promoting the production, processing, and marketing of seeds and planting materials through state and private sector support.
3.02.A05.06	3	2	5	6	A modern life - A wealthy nation	Higher productivity - Nation with food security	Proper Management of Agricultural Practices	Providing technical and financial facilities for processing and transportation of agricultural produce.
3.02.A06.01	3	2	6	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	Environmentally Friendly Operations:	Encouraging farmers to apply fertilizers and other inputs based on site-specific recommendations.
3.02.A06.02	3	2	6	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	Environmentally Friendly Operations:	Increasing the area of certified organic farming.
3.02.A06.03	3	2	6	3	A modern life - A wealthy nation	Higher productivity - Nation with food security	Environmentally Friendly Operations:	Transitioning farms to follow “Good Agricultural Practices” progressively.
3.02.A07.01	3	2	7	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	Empowering Farmers	Promoting farmer-administered cooperatives and farm companies.
3.02.A07.02	3	2	7	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	Empowering Farmers	Providing technical, financial, and other facilities for intercropping and diversification in perennial crops like tea, rubber, and coconut.
3.02.A07.03	3	2	7	3	A modern life - A wealthy nation	Higher productivity - Nation with food security	Empowering Farmers	Initiation of value-added manufacturing industries related to the export of agricultural crops to branded export products.
3.02.A07.04	3	2	7	4	A modern life - A wealthy nation	Higher productivity - Nation with food security	Empowering Farmers	Financial facilities to encourage the use of rain guards for rubber plantations and to identify rubber lands not currently used for tapping and redirect them for rubber tapping.
3.02.A07.05	3	2	7	5	A modern life - A wealthy nation	Higher productivity - Nation with food security	Empowering Farmers	Providing loan schemes up to Rs. 1 million per hectare for cultivating high- yielding varieties of semi perennial or perennial crops with micro-irrigation.
3.02.A08.01	3	2	8	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	Management of Climate Risks:	Developing climate-resilient crop varieties, and using farming, and irrigation techniques for climate variability.
3.02.A08.02	3	2	8	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	Management of Climate Risks:	Establishment of an improved weather forecasting system to guide cultivation and water management.
3.02.A09.01	3	2	9	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	Agricultural Research, and Knowledge Management:	Equipping extension agents with knowledge and necessary resources to deliver effective extension services.
3.02.A09.02	3	2	9	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	Agricultural Research, and Knowledge Management:	Providing efficient agricultural extension services with one extension officer for approximately 350 farm families.
3.02.A09.03	3	2	9	3	A modern life - A wealthy nation	Higher productivity - Nation with food security	Agricultural Research, and Knowledge Management:	Provision of professional training and direct them for employment to alleviate poverty of the rural communities and economically vulnerable groups.
3.02.A09.04	3	2	9	4	A modern life - A wealthy nation	Higher productivity - Nation with food security	Agricultural Research, and Knowledge Management:	Providing performance-based incentives for agricultural extension officers.
3.02.A09.05	3	2	9	5	A modern life - A wealthy nation	Higher productivity - Nation with food security	Agricultural Research, and Knowledge Management:	Enhancing funding for agricultural research and development.
3.02.A09.06	3	2	9	6	A modern life - A wealthy nation	Higher productivity - Nation with food security	Agricultural Research, and Knowledge Management:	Offering structured vocational education opportunities for agricultural professionals to make agriculture a more dignified and attractive profession.
3.02.A10.01	3	2	10	1	A modern life - A wealthy nation	Higher productivity - Nation with food security	Effective Management and Control of Agricultural Operations	Establishing a national agricultural development council with representatives from all relevant state institutions, private sectors, and universities
3.02.A10.02	3	2	10	2	A modern life - A wealthy nation	Higher productivity - Nation with food security	Effective Management and Control of Agricultural Operations	Regulation and monitoring of all agricultural projects by the Ministry of Agriculture.
3.03.A01.01	3	3	1	1	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Common Activities	Maximizing production capacity through modernization of farms
3.03.A01.02	3	3	1	2	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Common Activities	Livestock Development Societies where the farm owners are directly involved in the planning and development of the sector
3.03.A01.03	3	3	1	3	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Common Activities	Special operational units for animal nutrition, breeding, and health sectors.
3.03.A01.04	3	3	1	4	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Common Activities	National program for the control and prevention of widespread animal diseases.
3.03.A01.05	3	3	1	5	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Common Activities	A Public Animal Health Division to control diseases transmitted from animals to humans as well as to ensure food security of animal products.
3.03.A01.06	3	3	1	6	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Common Activities	Expanding research and development activities in the livestock sector.
3.03.A01.07	3	3	1	7	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Common Activities	Innovating livestock research institutions and district veterinary research institutes
3.03.A02.01	3	3	2	1	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Dairy Sector	Transforming small-scale farms into economically viable medium-scale commercial units through mechanization.
3.03.A02.02	3	3	2	2	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Dairy Sector	Developing a large-scale dairy farm system to promote milk production.
